Name,Link,Price_range
420. Vivi Confeitaria Gourmet,https://restaurantguru.com.br/Vivi-Confeitaria-Gourmet-Belo-Horizonte,
421. D'Mina restaurante,https://restaurantguru.com.br/DMina-restaurante-Belo-Horizonte,
422. Restaurante E Lanchonete Da Jania,https://restaurantguru.com.br/Restaurante-E-Lanchonete-Da-Jania-Belo-Horizonte,
423. Tô Brocado Tapiocas,https://restaurantguru.com.br/To-Brocado-Tapiocas-Belo-Horizonte,
424. Chicken Grill Express,https://restaurantguru.com.br/Chicken-Grill-Express-Belo-Horizonte,
425. Restaurante Recanto Do Jorge,https://restaurantguru.com.br/Recanto-do-Jorge-Belo-Horizonte,Moderado (preço médio BRL 54-BRL 140)
426. Sanduza - Sanduíches Prensados,https://restaurantguru.com.br/Sanduza-Sanduiches-Prensados-Belo-Horizonte,Barato (preço médio até BRL 54)
427. Black Skull Gastropub & Tatuaria / Green Gallery,https://restaurantguru.com.br/Black-Skull-Gastropub-and-Tatuaria-Belo-Horizonte,
428. Nico - Futburguer,https://restaurantguru.com.br/Nico-Futburguer-Belo-Horizonte,Barato (preço médio até BRL 54)
429. Colombo,https://restaurantguru.com.br/Colombo-Belo-Horizonte,Moderado (preço médio BRL 54-BRL 140)
430. Restaurante Estrela da Manhã,https://restaurantguru.com.br/Restaurante-Estrela-da-Manha-Belo-Horizonte,
431. Orange's Burger,https://restaurantguru.com.br/Oranges-Burger-Belo-Horizonte,
432. Julio's Food,https://restaurantguru.com.br/Sabor-e-Companhia-Belo-Horizonte,Moderado (preço médio BRL 54-BRL 140)
433. PEIXARIA FUNDO DE QUINTAL Restaurante na Região do Tirol - BH,https://restaurantguru.com.br/PEIXARIA-FUNDO-DE-QUINTAL-Restaurante-na-Regiao-do-Tirol-BH-Belo-Horizonte,
434. Aletheia Pizzaria,https://restaurantguru.com.br/Aletheia-Pizzaria-Belo-Horizonte,
435. emporio abrantes arabe,https://restaurantguru.com.br/emporio-abrantes-arabe-Belo-Horizonte,
436. K&L Doceria,https://restaurantguru.com.br/KandL-Doceria-Belo-Horizonte,
437. Deck's Restaurante,https://restaurantguru.com.br/Decks-Beer-Belo-Horizonte,
438. Rancho Mineiro,https://restaurantguru.com.br/Rancho-Mineiro-Belo-Horizonte,Moderado (preço médio BRL 54-BRL 140)
439. Hot burguer e açaí delivery,https://restaurantguru.com.br/Hot-burguer-e-acai-delivery-Belo-Horizonte,
440. Pizzas E Sanduiches Da Beth,https://restaurantguru.com.br/Pizzas-E-Sanduiches-Da-Beth-Belo-Horizonte,
441. Sabor de Minas Serra,https://restaurantguru.com.br/Sabor-de-Minas-Serra-Belo-Horizonte,
442. Pizzaiolo Barroca - Restaurante e Pizzaria,https://restaurantguru.com.br/Pizzaiolo-Barroca-Belo-Horizonte,Moderado (preço médio BRL 54-BRL 140)
443. Juzé Restaurante e Bar,https://restaurantguru.com.br/Juze-Restaurante-e-Bar-Belo-Horizonte,
444. Lismellow Açaiteria e Sorveteria,https://restaurantguru.com.br/Lismellow-Acaiteria-e-Sorveteria-Belo-Horizonte,
445. Tourão Restaurante e Pizzaria,https://restaurantguru.com.br/Tourao-Restaurante-e-Pizzaria-Belo-Horizonte,Moderado (preço médio BRL 54-BRL 140)
446. Marquinhos lanches,https://restaurantguru.com.br/Cachorro-Quente-do-Marquinho-Belo-Horizonte,Barato (preço médio até BRL 54)
447. ÔH PONTO - Frango Assado,https://restaurantguru.com.br/OH-PONTO-Frango-Assado-Belo-Horizonte,
448. Doce Amor,https://restaurantguru.com.br/Doce-Amor-Belo-Horizonte,
449. Salgados Baixinha,https://restaurantguru.com.br/Salgados-Baixinha-Ribeirao-das-Neves,
450. MIX Restaurante - Cidade Nova,https://restaurantguru.com.br/MIX-Restaurante-Cidade-Nova-Belo-Horizonte,
451. Restaurante Dona Vanja,https://restaurantguru.com.br/Restaurante-Dona-Vanja-Belo-Horizonte,
452. Tradição do Peixe,https://restaurantguru.com.br/TRADICAO-DO-PEIXE-Belo-Horizonte,Moderado (preço médio BRL 54-BRL 140)
453. Hot Point Estação Gourmet,https://restaurantguru.com.br/Hot-Point-Estacao-Gourmet-Belo-Horizonte,
454. Grelha Burguer,https://restaurantguru.com.br/Grelha-Burguer-Belo-Horizonte-2,
455. Seu Trem - Hambúrgueria Vegana,https://restaurantguru.com.br/Seu-Trem-Hamburgueria-Vegana-Belo-Horizonte,
456. Ki Lanche Vander,https://restaurantguru.com.br/Ki-Lanche-Belo-Horizonte,Moderado (preço médio BRL 54-BRL 140)
457. Mano Burger Originals,https://restaurantguru.com.br/M-Burgers-Originals-Belo-Horizonte,
458. Bar e Restaurante do Primo,https://restaurantguru.com.br/Bar-E-Restaurante-Do-Primo-Belo-Horizonte,
459. Cozinha da Danda,https://restaurantguru.com.br/Horta-To-Go-Belo-Horizonte,
460. Tropeirão da Gegê,https://restaurantguru.com.br/TROPEIRAO-DA-GEGE-Belo-Horizonte,
461. Restaurante Meritíssimo,https://restaurantguru.com.br/Restaurante-Meritissimo-Belo-Horizonte-3,Moderado (preço médio BRL 54-BRL 140)
462. BH GRILL RESTAURANTE,https://restaurantguru.com.br/Bh-Grill-Belo-Horizonte,Moderado (preço médio BRL 54-BRL 140)
463. Arnaldo Restaurante-Escola,https://restaurantguru.com.br/Arnaldo-Restaurante-Escola-Belo-Horizonte,Moderado (preço médio BRL 54-BRL 140)
464. Burger King,https://restaurantguru.com.br/Burger-King-Belo-Horizonte-46,Moderado (preço médio BRL 54-BRL 140)
465. Restaurante e Lanchonete Mineirinho,https://restaurantguru.com.br/Restaurante-e-Lanchonete-Mineirinho-Belo-Horizonte-2,Barato (preço médio até BRL 54)
"466. Empadão e Quiches Empadão, Lasanhas, Quiches e Tortas Fitness e Kibe Assado",https://restaurantguru.com.br/Arte-No-Forno-Belo-Horizonte,
467. Restaurante Sabor do Chef,https://restaurantguru.com.br/Restaurante-Sabor-do-Chef-Belo-Horizonte,
468. Frango Assado do Tibal,https://restaurantguru.com.br/Frango-Assado-do-Tibal-Belo-Horizonte,
469. Frango Assado Duveio,https://restaurantguru.com.br/Frango-Assado-Duveio-Belo-Horizonte,
470. Ponto do Lanche - Lanchonete e Hamburgueria,https://restaurantguru.com.br/Ponto-do-Lanche-Belo-Horizonte-14,
471. Restaurante Dona Lia,https://restaurantguru.com.br/Restaurante-Dbia-Belo-Horizonte,
472. Quintal Vegan,https://restaurantguru.com.br/Quintal-Vegan-Belo-Horizonte,Moderado (preço médio BRL 54-BRL 140)
473. Bentos Savassi,https://restaurantguru.com.br/Kangaroo-Bar-Australiano-Belo-Horizonte,Moderado (preço médio BRL 54-BRL 140)
474. Portion Kenayd,https://restaurantguru.com.br/Portion-kenayd-Belo-Horizonte,
475. Bendito Japa Oficial,https://restaurantguru.com.br/Bendito-Japa-Oficial-Belo-Horizonte,Caro (preço médio BRL 140-BRL 270)
476. Outback Steakhouse,https://restaurantguru.com.br/Outback-Steakhouse-Belo-Horizonte-13,Caro (preço médio BRL 140-BRL 270)
477. Lanches Arerê,https://restaurantguru.com.br/Lanches-Arere-Belo-Horizonte,Barato (preço médio até BRL 54)
"478. Lifebox Burgers, Steaks and Shakes",https://restaurantguru.com.br/Lifebox-Burgers-Steaks-and-Shakes-Belo-Horizonte,Moderado (preço médio BRL 54-BRL 140)
479. Pomodori Pizza Gutierrez,https://restaurantguru.com.br/Pomodori-Belo-Horizonte-5,Moderado (preço médio BRL 54-BRL 140)
480. FRUTOS DE GOIÁS SERRA VERDE,https://restaurantguru.com.br/FRUTOS-DE-GOIAS-SERRA-VERDE-Belo-Horizonte,Moderado (preço médio BRL 54-BRL 140)
481. Mont’s Burguer,https://restaurantguru.com.br/Monts-Burguer-Belo-Horizonte,
482. Ô CREPE! Crepe e Tapioca Artesanal,https://restaurantguru.com.br/O-CREPE-Crepe-e-Tapioca-Artesanal-Belo-Horizonte,
483. Pozim Gourmet,https://restaurantguru.com.br/Pozin-Gourmet-Belo-Horizonte,Moderado (preço médio BRL 54-BRL 140)
484. Restaurante do Fernando,https://restaurantguru.com.br/Restaurante-Do-Fernando-Belo-Horizonte,Barato (preço médio até BRL 54)
485. Restaurante e Churrascaria Medina,https://restaurantguru.com.br/Churrascaria-Medina-Belo-Horizonte,Moderado (preço médio BRL 54-BRL 140)
486. Amora e Mel Sorvetes e Açaí - Cidade Nova,https://restaurantguru.com.br/Sorveteria-Amora-e-Mel-Cidade-Nova-Acai-e-Sorvetes-Belo-Horizonte,Moderado (preço médio BRL 54-BRL 140)
487. Canja,https://restaurantguru.com.br/Canja-Belo-Horizonte,
488. Brasa Beer - Restaurante Bar,https://restaurantguru.com.br/Brasa-Beer-Restaurante-Bar-Belo-Horizonte,
489. Dinda's Pub Restaurante,https://restaurantguru.com.br/Dindas-Pub-Restaurante-Belo-Horizonte,
490. Templo Gastronominas,https://restaurantguru.com.br/Espetin-de-Prosa-Belo-Horizonte,
491. Tô com Fome pra Cachorro,https://restaurantguru.com.br/To-com-Fome-pra-Cachorro-Belo-Horizonte,
492. Esbetos Restaurante e Espeteria,https://restaurantguru.com.br/Esbetos-Barreiro-Belo-Horizonte,Moderado (preço médio BRL 54-BRL 140)
493. Debinha Glória,https://restaurantguru.com.br/Cachorro-Quente-da-Debinha-Belo-Horizonte,Barato (preço médio até BRL 54)
494. Black Bear Burger,https://restaurantguru.com.br/Black-Bear-Burger-Belo-Horizonte,
495. Kidelicias Aquino marmita,https://restaurantguru.com.br/Kidelicias-Aquino-marmita-Belo-Horizonte,
496. doce menina,https://restaurantguru.com.br/doce-menina-Belo-Horizonte,
497. Cozinha du Will,https://restaurantguru.com.br/Cozinha-du-Will-Belo-Horizonte,
498. PIZZE PIZZARIA E RESTAURANTE,https://restaurantguru.com.br/Caldos-Salgados-E-Tropeiro-Da-Sil-Belo-Horizonte,
499. Atelier Doce Feitiço Chocolates Artesanais,https://restaurantguru.com.br/Confeitaria-Doce-Feitico-Chocolates-Artesanais-Belo-Horizonte,
500. Casa Juni Gastronomia,https://restaurantguru.com.br/Shawarma-Sanduiches-Belo-Horizonte,
501. Grossi Pizzeria Italiana,https://restaurantguru.com.br/Grossi-Pizzeria-Italiana-Belo-Horizonte,
502. Cabotiá Comidas Congeladas,https://restaurantguru.com.br/Cabotia-Comidas-Congeladas-Belo-Horizonte,
503. Picole e cia,https://restaurantguru.com.br/Picole-e-cia-Belo-Horizonte,
504. Restaurante Mineirim Gutierrez,https://restaurantguru.com.br/pastelaria-Gutierres-Belo-Horizonte,Moderado (preço médio BRL 54-BRL 140)
505. Getulio Restaurante Luxemburgo,https://restaurantguru.com.br/Getulio-Irai-Restaurante-Belo-Horizonte,Moderado (preço médio BRL 54-BRL 140)
506. Churrascaria Chalé Da Costela,https://restaurantguru.com.br/Churrascaria-Chale-da-Costela-Belo-Horizonte,Moderado (preço médio BRL 54-BRL 140)
507. Sorveteria Almeida (Venda Nova),https://restaurantguru.com.br/Sorveteria-Almeida-Venda-Nova-Belo-Horizonte,Moderado (preço médio BRL 54-BRL 140)
508. Mr. Açaí Gourmet,https://restaurantguru.com.br/Mr-Acai-Gourmet-Belo-Horizonte,Barato (preço médio até BRL 54)
509. Hambúrguer umami burguer,https://restaurantguru.com.br/Umami-Burguer-Belo-Horizonte,Barato (preço médio até BRL 54)
510. D' Frango Carnes Assadas,https://restaurantguru.com.br/D-Frango-Carnes-Assadas-Belo-Horizonte,
511. Boi na Brasa - Churrascaria & Pizzaria,https://restaurantguru.com.br/Boi-na-Brasa-Churrascaria-and-Pizzaria-Belo-Horizonte,
512. Oakberry Anchieta,https://restaurantguru.com.br/Oakberry-Anchieta-Belo-Horizonte,Moderado (preço médio BRL 54-BRL 140)
513. Restaurante Universitário Setorial I - UFMG,https://restaurantguru.com.br/Restaurante-Setorial-I-Belo-Horizonte-2,Barato (preço médio até BRL 54)
514. Vascoli's BBQ - Pampulha,https://restaurantguru.com.br/Vascolis-BBQ-Lagoa-Santa,
515. Toca de Coelho Bar e Restaurante,https://restaurantguru.com.br/Toca-do-Coelho-Bar-e-Restaurante-Belo-Horizonte,Barato (preço médio até BRL 54)
516. Hamburgueria Real Babilon,https://restaurantguru.com.br/Hamburgueria-Real-Babilon-Belo-Horizonte,Moderado (preço médio BRL 54-BRL 140)
517. No Quintal com Chefs,https://restaurantguru.com.br/No-Quintal-com-Chefs-Belo-Horizonte,
518. Pizzaria empire bh,https://restaurantguru.com.br/Pizzaria-empire-Ibirite,
519. Pizzaria Sangiorgio,https://restaurantguru.com.br/Sangiorgio-Restaurante-E-Pizzaria-Belo-Horizonte-2,Moderado (preço médio BRL 54-BRL 140)
520. Restaurante Tia Neuza,https://restaurantguru.com.br/Restaurante-bom-e-barato-Belo-Horizonte,Barato (preço médio até BRL 54)
521. Nostra Burger,https://restaurantguru.com.br/Nostra-Burger-Belo-Horizonte,Moderado (preço médio BRL 54-BRL 140)
522. Huds Burger,https://restaurantguru.com.br/Huds-Burger-Belo-Horizonte,
523. Villa dos Sabores,https://restaurantguru.com.br/Villa-Dos-Sabores-Belo-Horizonte,Barato (preço médio até BRL 54)
524. Malaca's Restaurante e Lanchonete,https://restaurantguru.com.br/Malacas-Belo-Horizonte,Barato (preço médio até BRL 54)
525. Soul Jazz Burger - Santa Tereza,https://restaurantguru.com.br/Soul-Jazz-Burger-Belo-Horizonte-2,Moderado (preço médio BRL 54-BRL 140)
526. Bunker Bh,https://restaurantguru.com.br/Bunker-Belo-Horizonte,
527. Lekinha,https://restaurantguru.com.br/Cahorro-Quente-Do-Lequinha-Belo-Horizonte,Barato (preço médio até BRL 54)
528. Pizzaria Moriá,https://restaurantguru.com.br/Pizzaria-4-sabores-Belo-Horizonte-3,Barato (preço médio até BRL 54)
529. SANTA CEIA SANDUÍCHES,https://restaurantguru.com.br/SANTA-CEIA-Belo-Horizonte-2,Barato (preço médio até BRL 54)
530. Bar e Restaurante Adriano,https://restaurantguru.com.br/Bar-E-Restaurante-Adriano-Belo-Horizonte,Barato (preço médio até BRL 54)
531. Recanto do Renato,https://restaurantguru.com.br/Recanto-do-Renato-Belo-Horizonte-2,Moderado (preço médio BRL 54-BRL 140)
532. Restaurante Laranjinha's,https://restaurantguru.com.br/Club-Da-Esquina-Belo-Horizonte,Barato (preço médio até BRL 54)
533. The Mexican Gastropub,https://restaurantguru.com.br/The-Mexican-Gastropub-Belo-Horizonte,Moderado (preço médio BRL 54-BRL 140)
534. Afeto Doces e Salgados BH,https://restaurantguru.com.br/Afeto-Doces-e-Salgados-BH-Belo-Horizonte,
535. Delicias da Rô,https://restaurantguru.com.br/Delicias-da-Ro-Belo-Horizonte,
536. BH FOOD - Tele Marmitex,https://restaurantguru.com.br/BH-FOOD-Tele-Marmitex-Belo-Horizonte,
537. Hamburgueria GPA lanches,https://restaurantguru.com.br/GPA-lanches-Hamburgueria-Belo-Horizonte,
538. Restaurante Pizzaria & Burgueria Maná,https://restaurantguru.com.br/Restaurante-Pizzaria-and-Burgueria-Mana-Belo-Horizonte,Moderado (preço médio BRL 54-BRL 140)
539. Pizzaria Bonna Massa,https://restaurantguru.com.br/Pizzaria-Bonna-Massa-Belo-Horizonte,
540. Restaurante das Meninas,https://restaurantguru.com.br/restaurante-das-meninas-Belo-Horizonte,
541. Bar e Restaurante João Mendonça,https://restaurantguru.com.br/Bar-do-Joao-Mendonca-Belo-Horizonte,Moderado (preço médio BRL 54-BRL 140)
542. Maravi Lanches,https://restaurantguru.com.br/Mara-Burguer-Belo-Horizonte,
543. Pizzaria Quatro Sabores - Cristiana,https://restaurantguru.com.br/Pizzaria-Quatro-Sabores-Cristiana-Belo-Horizonte,Barato (preço médio até BRL 54)
544. Charlock Dog's,https://restaurantguru.com.br/Charlock-Dogs-Belo-Horizonte,Barato (preço médio até BRL 54)
545. Deck São Bento,https://restaurantguru.com.br/Deck-Sao-Bento-Belo-Horizonte,
546. Tele Pizza Terra Nostra,https://restaurantguru.com.br/Tele-Pizza-Terra-Nostra-Belo-Horizonte,Moderado (preço médio BRL 54-BRL 140)
547. Tele Marmitex Panela Mineira,https://restaurantguru.com.br/Tele-Marmitex-Panela-Mineira-Belo-Horizonte,
548. Tay Bolos e Doces,https://restaurantguru.com.br/Tay-Bolos-e-Doces-Belo-Horizonte,
549. Pizza da Praça Delivery,https://restaurantguru.com.br/Cafe-Da-Praca-Belo-Horizonte,
550. Dacile's Restaurante e marmitaria,https://restaurantguru.com.br/Daciles-Restaurante-e-marmitaria-Belo-Horizonte,
551. Big Mac Burguer,https://restaurantguru.com.br/Big-Mac-Burguer-Belo-Horizonte,Barato (preço médio até BRL 54)
552. Bar e restaurante do bolinha,https://restaurantguru.com.br/Bar-e-restaurante-do-bolinha-Belo-Horizonte,
553. Samba Fresh - Poke & Lámen,https://restaurantguru.com.br/Samba-Fresh-Belo-Horizonte,Moderado (preço médio BRL 54-BRL 140)
554. Lock Burger,https://restaurantguru.com.br/Lock-Burger-Belo-Horizonte,Moderado (preço médio BRL 54-BRL 140)
555. Dinner caiçara,https://restaurantguru.com.br/Dogao-Caicara-Belo-Horizonte,
556. Aromas Dí Julia,https://restaurantguru.com.br/Restaurante-Aromas-Di-Julia-Belo-Horizonte,Moderado (preço médio BRL 54-BRL 140)
"557. Frangão Lourdes - Frango & assados ABERTO aos sábados, domingos e FERIADOS",https://restaurantguru.com.br/Frangao-Lourdes-Frango-and-assados-Belo-Horizonte,
558. Bar E Restaurante Do Chinesinho,https://restaurantguru.com.br/Bar-E-Restaurante-Do-Chinesinho-Belo-Horizonte,
559. Sushi da Fazenda,https://restaurantguru.com.br/Sushi-da-Fazenda-in-the-house-Belo-Horizonte,
560. Gaúcho na Barão,https://restaurantguru.com.br/Gaucho-na-Barao-Belo-Horizonte,
561. Taurino's pizza,https://restaurantguru.com.br/Taurinos-pizza-Belo-Horizonte,
562. Cantinho do Bafo,https://restaurantguru.com.br/Cantinho-do-Bafo-Belo-Horizonte,
563. Espaço Delícias da Liu,https://restaurantguru.com.br/Espaco-Delicias-da-Liu-Belo-Horizonte,
564. Pizzaiolo Cidade Nova,https://restaurantguru.com.br/Reduto-Da-Cerveja-Belo-Horizonte-2,
565. Nospetto bar e restaurante,https://restaurantguru.com.br/Nospetto-bar-e-restaurante-Belo-Horizonte,Moderado (preço médio BRL 54-BRL 140)
566. Frango Da Bia,https://restaurantguru.com.br/Frango-Da-Bia-Belo-Horizonte,
567. Cantinho da Roça,https://restaurantguru.com.br/Comida-caseira-Belo-Horizonte-12,
568. Gentileza Mineira,https://restaurantguru.com.br/Gentileza-Mineira-Belo-Horizonte,
569. Restaurante A La Carte,https://restaurantguru.com.br/A-La-CARTE-Belo-Horizonte,Moderado (preço médio BRL 54-BRL 140)
570. Restaurante Amora,https://restaurantguru.com.br/Restaurante-Amora-Belo-Horizonte,Moderado (preço médio BRL 54-BRL 140)
571. Tom Mineiro Restaurante,https://restaurantguru.com.br/Estacao-do-Sabor-Belo-Horizonte-10,
572. BISCOITOS GAROTINHO DE MINAS LTDA,https://restaurantguru.com.br/Jacques-Mendes-Ferreira-Belo-Horizonte,
573. Ponto Do Pernil,https://restaurantguru.com.br/Pontodopernil-Belo-Horizonte,
574. Espeto Fortes,https://restaurantguru.com.br/Espeto-Fortes-Belo-Horizonte,
575. Restaurante Prosa di Minas,https://restaurantguru.com.br/Restaurante-PROSA-DI-MINAS-Belo-Horizonte,Moderado (preço médio BRL 54-BRL 140)
576. Bar E Mercearia Moacir,https://restaurantguru.com.br/Bar-E-Mercearia-Moacir-Belo-Horizonte,
577. garangens bar,https://restaurantguru.com.br/Garagens-bar-Contagem,Barato (preço médio até BRL 54)
578. Vini's Esfiharia & Pizzaria Caiçara,https://restaurantguru.com.br/Vinis-Esfiharia-and-Pizzaria-Caicara-Belo-Horizonte,
579. Confeitaria Doce Promessa,https://restaurantguru.com.br/Confeitaria-Doce-Promessa-Belo-Horizonte,
580. kbças açai - Sagrada Familia,https://restaurantguru.com.br/kbcas-acai-Sagrada-Familia-Belo-Horizonte,
581. Parada Food Fit - Marmitas Fitness,https://restaurantguru.com.br/Parada-food-fit-Belo-Horizonte,
582. Pastificio Ostia,https://restaurantguru.com.br/Pastificio-Ostia-Belo-Horizonte,
583. Restaurante puro sabor,https://restaurantguru.com.br/Restaurante-puro-sabor-Belo-Horizonte,
584. Léo Salgados,https://restaurantguru.com.br/Leo-Salgados-Belo-Horizonte,
585. Bonni Burguer BH,https://restaurantguru.com.br/Bonni-Burguer-BH-Belo-Horizonte,
586. Motel Very Good (BH),https://restaurantguru.com.br/Motel-Very-Good-Belo-Horizonte,
587. Bar do Rei,https://restaurantguru.com.br/Bar-e-Restaurante-do-Rei-Belo-Horizonte,
588. Restaurante Petisqueira Bom Apetite - Belo Horizonte/MG,https://restaurantguru.com.br/Restaurante-Petisqueira-Bom-Apetite-Belo-HorizonteMG-Belo-Horizonte-2,Moderado (preço médio BRL 54-BRL 140)
589. Espetinho Do Tilias,https://restaurantguru.com.br/Espetinho-Dois-Amigos-Belo-Horizonte,
590. Jeronimo Burger Minas Shopping,https://restaurantguru.com.br/Jeronimo-Burger-Minas-Shopping-Belo-Horizonte,Moderado (preço médio BRL 54-BRL 140)
591. Bar do Kito e Restaurante da Toninha,https://restaurantguru.com.br/Bar-e-Restaurante-Amorim-Belo-Horizonte,
592. RockStar Fifa Bar e Restaurante,https://restaurantguru.com.br/RockStar-Fifa-Bar-e-Restaurante-Belo-Horizonte,
593. Mimosa's Pizza,https://restaurantguru.com.br/Mimosas-Pizza-Belo-Horizonte,
594. Restaurante e Pizzaria Diamantina'S,https://restaurantguru.com.br/Restaurante-e-Pizzaria-DiamantinaS-Belo-Horizonte,
595. Restaurante Recanto Mineiro,https://restaurantguru.com.br/Restaurante-Recanto-Dos-Anjos-Belo-Horizonte,
596. Bom Sabor,https://restaurantguru.com.br/Bom-Sabor-Belo-Horizonte-12,
597. Pizzaria Do Baiano,https://restaurantguru.com.br/Pizzaria-Do-Baiano-Belo-Horizonte,
598. Espaço Herbalife Shake Venda Nova,https://restaurantguru.com.br/Espaco-Herbalife-Shake-Venda-Nova-Belo-Horizonte,
599. Trailer da tia Jô,https://restaurantguru.com.br/Trailer-da-tia-Jo-Belo-Horizonte,
600. Curte pizza,https://restaurantguru.com.br/Curte-pizza-Belo-Horizonte,
601. Hot Dog Tico & Teco,https://restaurantguru.com.br/Cachorro-tico-e-teco-Belo-Horizonte,
602. PURO SABOR COMIDA CASEIRA,https://restaurantguru.com.br/Puro-Sabor-Comida-Caseira-Belo-Horizonte,
603. Restaurante Sabores da Villa,https://restaurantguru.com.br/Restaurante-Sabores-da-Villa-Belo-Horizonte,
604. Restaurante Do Márcio,https://restaurantguru.com.br/Bar-Do-Marcio-Belo-Horizonte,Barato (preço médio até BRL 54)
605. Restaurante Panela Mineira,https://restaurantguru.com.br/Restaurante-Panela-Mineira-Belo-Horizonte,
606. El Mai - Gastrô & Sushi & Bar,https://restaurantguru.com.br/el-MAi-Gastro-and-Sushi-and-Bar-Belo-Horizonte,Moderado (preço médio BRL 54-BRL 140)
607. Bar restaurante WD,https://restaurantguru.com.br/Bar-restaurante-WD-Belo-Horizonte,
608. Papitto's Burguer,https://restaurantguru.com.br/Papittos-Burguer-Belo-Horizonte,
609. Oficina Gourmet,https://restaurantguru.com.br/Oficina-gourmet-Belo-Horizonte,Barato (preço médio até BRL 54)
610. Sula Beaga,https://restaurantguru.com.br/Sula-Beaga-Belo-Horizonte,
611. Bulldogs Burguer,https://restaurantguru.com.br/Bulldogs-Burguer-Belo-Horizonte,
612. La casa do burguer (sanduiche artesanal),https://restaurantguru.com.br/La-casa-do-burguer-sanduiche-artesanal-Belo-Horizonte,
613. Ferreira Lanches,https://restaurantguru.com.br/Ferreira-Lanches-Belo-Horizonte,
614. Tienda del Cátia ( caldo da Cátia),https://restaurantguru.com.br/Tienda-del-Catia-caldo-da-Catia-Belo-Horizonte,Barato (preço médio até BRL 54)
615. Many Burgers,https://restaurantguru.com.br/Many-Burgers-Belo-Horizonte,
616. Restaurant dGrazi,https://restaurantguru.com.br/Restaurant-de-Grazi-Belo-Horizonte,
617. Papagueti,https://restaurantguru.com.br/Papagueti-Belo-Horizonte,Barato (preço médio até BRL 54)
618. Pizza Hut Lourdes BH,https://restaurantguru.com.br/Pizza-Hut-Carry-Out-Belo-Horizonte,Moderado (preço médio BRL 54-BRL 140)
619. Diluca - Paladar que encanta,https://restaurantguru.com.br/Diluca-Paladar-que-encanta-Belo-Horizonte,
620. Marmitaria da Zeny,https://restaurantguru.com.br/Marmitaria-da-Zeny-Belo-Horizonte,
621. Lubi Açaiteria,https://restaurantguru.com.br/Lubi-Acaiteria-Belo-Horizonte,
622. Bibiano's Confeitaria,https://restaurantguru.com.br/Bibianos-Confeitaria-Belo-Horizonte,
623. Restaurante da Lu,https://restaurantguru.com.br/Bar-Da-Lu-Belo-Horizonte-5,
624. Lanchonete Ns Rainha,https://restaurantguru.com.br/Lanchonete-Ns-Rainha-Belo-Horizonte,
625. Acarajé da Marluce,https://restaurantguru.com.br/Acaraje-da-Marluce-Belo-Horizonte,
626. Divino Sapore Restaurante,https://restaurantguru.com.br/Divino-Sapore-Belo-Horizonte,
627. Vaninha Lanches Vitaminas De Açaí,https://restaurantguru.com.br/Vaninha-Lanches-Vitaminas-De-Acai-Belo-Horizonte,
628. CALDO DE CANA DO DUDU,https://restaurantguru.com.br/KOMBI-do-DUDU-Belo-Horizonte,
629. Yasai,https://restaurantguru.com.br/Yasai-Belo-Horizonte,
630. Henriques Restaurante,https://restaurantguru.com.br/Henriques-Restaurante-Belo-Horizonte,
631. Margarida Cozinha Mediterrânea,https://restaurantguru.com.br/Margarida-Cozinha-Mediterranea-Belo-Horizonte,Moderado (preço médio BRL 54-BRL 140)
632. Mundo Animal Lanchonete Temática - Belo Horizonte,https://restaurantguru.com.br/Mundo-Animal-Lanchonete-Tematica-Belo-Horizonte,Moderado (preço médio BRL 54-BRL 140)
633. Dineissauro,https://restaurantguru.com.br/Dineissauro-Belo-Horizonte,Barato (preço médio até BRL 54)
634. Lu Burguer Hamburguer,https://restaurantguru.com.br/Lu-Burguer-Hamburguer-Belo-Horizonte,
635. Dida's Bar e Restaurante,https://restaurantguru.com.br/Didas-Bar-e-Restaurante-Belo-Horizonte,
636. Pizza Crek Pampulha,https://restaurantguru.com.br/Pizza-Crek-Pampulha-BH-Belo-Horizonte,
637. Oficina do Sabor Bar e Restaurante Self Service,https://restaurantguru.com.br/Oficina-Do-Sabor-Belo-Horizonte,Moderado (preço médio BRL 54-BRL 140)
638. Restaurante Sabor e Prosa,https://restaurantguru.com.br/SABOR-E-PROSA-Belo-Horizonte,
639. Restaurante Ebenezer,https://restaurantguru.com.br/Restaurante-Ebenezer-Belo-Horizonte-3,
640. Restaurante do nono,https://restaurantguru.com.br/Del-Nonno-Belo-Horizonte,Moderado (preço médio BRL 54-BRL 140)
641. Restaurante Tia Anastácia,https://restaurantguru.com.br/Restaurante-Tia-Anastacia-Belo-Horizonte,
642. Beny Pizza BH,https://restaurantguru.com.br/Beny-Pizza-BH-Belo-Horizonte,
643. Provipizza,https://restaurantguru.com.br/Provipizza-Belo-Horizonte,
644. Speticias Restaurante,https://restaurantguru.com.br/speticias-bar-lanchonete-e-restaurante-Belo-Horizonte,
645. Restaurante Divino Sabor,https://restaurantguru.com.br/Restaurante-Divino-Sabor-Belo-Horizonte-5,
646. Comida da Vó,https://restaurantguru.com.br/Comida-da-Vo-Belo-Horizonte,
647. Norte Açai,https://restaurantguru.com.br/Rr-Acai-Belo-Horizonte,
648. Cultura dos Assados,https://restaurantguru.com.br/O-Frango-Assado-Belo-Horizonte,
649. Restaurante da Rose,https://restaurantguru.com.br/Restaurante-Da-Rose-Belo-Horizonte-3,
